# BHAC15 tracks for low mass stars (0.07 Msun to 1.4 Msun)
#
# L/Ls: log L/Lsun
# g: log g
# R/Rs : R/Rsun
# Li/Li0: ratio of surface lithium abundance to initial abundance
#
#------------------------------------------------------------
# M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0
#------------------------------------------------------------
 1.100     8.560     5899.    0.062  4.453  1.030  0.574  
 1.100     8.597     5900.    0.064  4.452  1.031  0.574  
 1.100     8.630     5901.    0.065  4.452  1.032  0.574  
 1.100     8.661     5902.    0.066  4.451  1.033  0.574  
 1.100     8.690     5903.    0.067  4.450  1.034  0.574  
 1.100     8.718     5904.    0.069  4.449  1.035  0.574  
 1.100     8.743     5904.    0.070  4.448  1.037  0.574  
 1.100     8.767     5905.    0.071  4.447  1.038  0.574  
 1.100     8.790     5906.    0.072  4.446  1.039  0.574  
 1.100     8.812     5907.    0.073  4.445  1.040  0.574  
 1.100     8.833     5907.    0.074  4.444  1.041  0.574  
 1.100     8.852     5908.    0.075  4.443  1.042  0.574  
 1.100     8.871     5909.    0.077  4.442  1.043  0.574  
 1.100     8.890     5909.    0.078  4.441  1.044  0.574  
 1.100     8.907     5910.    0.079  4.440  1.046  0.574  
 1.100     8.924     5911.    0.080  4.439  1.047  0.574  
 1.100     8.940     5912.    0.081  4.438  1.048  0.574  
 1.100     8.955     5913.    0.082  4.437  1.049  0.574  
 1.100     8.970     5913.    0.084  4.437  1.050  0.574  
 1.100     8.985     5914.    0.085  4.436  1.051  0.574  
 1.100     8.999     5915.    0.086  4.435  1.052  0.574  
 1.100     9.012     5916.    0.087  4.434  1.054  0.574  
 1.100     9.026     5917.    0.088  4.433  1.055  0.574  
 1.100     9.038     5918.    0.090  4.432  1.056  0.574  
 1.100     9.051     5919.    0.091  4.431  1.057  0.574  
 1.100     9.063     5919.    0.092  4.430  1.058  0.574  
 1.100     9.075     5920.    0.093  4.429  1.059  0.574  
 1.100     9.086     5921.    0.095  4.428  1.061  0.574  
 1.100     9.097     5922.    0.096  4.427  1.062  0.574  
 1.100     9.108     5923.    0.097  4.426  1.063  0.574  
 1.100     9.119     5924.    0.098  4.425  1.064  0.574  
 1.100     9.129     5925.    0.100  4.424  1.065  0.574  
 1.100     9.139     5926.    0.101  4.423  1.067  0.574  
 1.100     9.149     5927.    0.102  4.422  1.068  0.574  
 1.100     9.159     5928.    0.103  4.421  1.069  0.574  
 1.100     9.168     5929.    0.105  4.420  1.070  0.574  
 1.100     9.177     5930.    0.106  4.419  1.072  0.574  
 1.100     9.186     5931.    0.107  4.418  1.073  0.574  
 1.100     9.195     5932.    0.109  4.417  1.074  0.574  
 1.100     9.204     5933.    0.110  4.416  1.076  0.574  
 1.100     9.212     5933.    0.111  4.415  1.077  0.574  
 1.100     9.221     5935.    0.113  4.414  1.078  0.574  
 1.100     9.229     5936.    0.114  4.413  1.079  0.574  
 1.100     9.237     5936.    0.115  4.412  1.081  0.574  
 1.100     9.245     5937.    0.117  4.410  1.082  0.574  
 1.100     9.253     5938.    0.118  4.409  1.083  0.574  
 1.100     9.260     5939.    0.119  4.408  1.085  0.574  
 1.100     9.268     5940.    0.121  4.407  1.086  0.574  
 1.100     9.275     5941.    0.122  4.406  1.087  0.574  
 1.100     9.282     5942.    0.123  4.405  1.089  0.574  
 1.100     9.290     5943.    0.125  4.404  1.090  0.574  
 1.100     9.297     5944.    0.126  4.403  1.091  0.574  
 1.100     9.303     5945.    0.127  4.402  1.093  0.574  
 1.100     9.310     5946.    0.129  4.401  1.094  0.574  
 1.100     9.317     5947.    0.130  4.400  1.096  0.574  
 1.100     9.324     5948.    0.132  4.398  1.097  0.574  
 1.100     9.330     5949.    0.133  4.397  1.098  0.574  
 1.100     9.336     5950.    0.134  4.396  1.100  0.574  
 1.100     9.343     5951.    0.136  4.395  1.101  0.574  
 1.100     9.349     5952.    0.137  4.394  1.103  0.574  
 1.100     9.355     5953.    0.139  4.393  1.104  0.574  
 1.100     9.361     5954.    0.140  4.392  1.106  0.574  
 1.100     9.367     5954.    0.142  4.391  1.107  0.574  
 1.100     9.373     5955.    0.143  4.389  1.109  0.574  
 1.100     9.379     5956.    0.144  4.388  1.110  0.574  
 1.100     9.384     5957.    0.146  4.387  1.112  0.574  
 1.100     9.390     5958.    0.147  4.386  1.113  0.574  
 1.100     9.396     5959.    0.149  4.385  1.115  0.574  
 1.100     9.401     5960.    0.150  4.383  1.116  0.574  
 1.100     9.407     5961.    0.152  4.382  1.118  0.574  
 1.100     9.412     5962.    0.153  4.381  1.119  0.574  
 1.100     9.417     5963.    0.155  4.380  1.121  0.574  
 1.100     9.422     5964.    0.156  4.379  1.123  0.574  
 1.100     9.428     5964.    0.158  4.377  1.124  0.574  
 1.100     9.433     5965.    0.159  4.376  1.126  0.574  
 1.100     9.438     5966.    0.161  4.375  1.127  0.574  
 1.100     9.443     5967.    0.162  4.374  1.129  0.574  
 1.100     9.448     5968.    0.164  4.372  1.131  0.574  
 1.100     9.453     5969.    0.165  4.371  1.132  0.574  
 1.100     9.457     5970.    0.167  4.370  1.134  0.574  
 1.100     9.462     5971.    0.168  4.368  1.136  0.574  
 1.100     9.467     5972.    0.170  4.367  1.137  0.574  
 1.100     9.472     5972.    0.172  4.366  1.139  0.574  
 1.100     9.476     5973.    0.173  4.365  1.141  0.574  
 1.100     9.481     5974.    0.175  4.363  1.143  0.574  
 1.100     9.485     5975.    0.176  4.362  1.144  0.574  
 1.100     9.490     5976.    0.178  4.361  1.146  0.574  
 1.100     9.494     5977.    0.179  4.359  1.148  0.574  
 1.100     9.499     5978.    0.181  4.358  1.150  0.574  
 1.100     9.503     5978.    0.183  4.356  1.151  0.574  
 1.100     9.507     5979.    0.184  4.355  1.153  0.574  
 1.100     9.511     5980.    0.186  4.354  1.155  0.574  
 1.100     9.516     5981.    0.187  4.352  1.157  0.574  
 1.100     9.520     5982.    0.189  4.351  1.159  0.574  
 1.100     9.524     5982.    0.191  4.349  1.161  0.574  
 1.100     9.528     5983.    0.192  4.348  1.163  0.574  
 1.100     9.532     5984.    0.194  4.347  1.165  0.574  
 1.100     9.536     5985.    0.196  4.345  1.167  0.574  
 1.100     9.540     5986.    0.198  4.344  1.169  0.574  
 1.100     9.544     5986.    0.199  4.342  1.171  0.574  
 1.100     9.548     5987.    0.201  4.341  1.173  0.574  
 1.100     9.552     5988.    0.203  4.339  1.175  0.574  
 1.100     9.556     5989.    0.204  4.338  1.177  0.574  
 1.100     9.560     5989.    0.206  4.336  1.179  0.574  
 1.100     9.563     5990.    0.208  4.335  1.181  0.574  
 1.100     9.567     5991.    0.209  4.333  1.183  0.574  
 1.100     9.571     5991.    0.211  4.332  1.185  0.574  
 1.100     9.575     5992.    0.213  4.330  1.187  0.574  
 1.100     9.578     5993.    0.215  4.328  1.189  0.574  
 1.100     9.582     5993.    0.216  4.327  1.191  0.574  
 1.100     9.585     5994.    0.218  4.325  1.193  0.574  
 1.100     9.589     5994.    0.220  4.324  1.196  0.574  
 1.100     9.592     5995.    0.222  4.322  1.198  0.574  
 1.100     9.596     5995.    0.223  4.321  1.200  0.574  
 1.100     9.599     5995.    0.225  4.319  1.202  0.574  
 1.100     9.603     5996.    0.227  4.317  1.204  0.574  
 1.100     9.606     5996.    0.228  4.316  1.207  0.574  
 1.100     9.610     5996.    0.230  4.314  1.209  0.574  
 1.100     9.613     5997.    0.232  4.313  1.211  0.574  
 1.100     9.616     5997.    0.233  4.311  1.213  0.574  
 1.100     9.620     5997.    0.235  4.309  1.216  0.574  
 1.100     9.623     5997.    0.237  4.308  1.218  0.574  
 1.100     9.626     5997.    0.239  4.306  1.221  0.574  
 1.100     9.630     5997.    0.240  4.304  1.223  0.574  
 1.100     9.633     5997.    0.242  4.302  1.226  0.574  
 1.100     9.636     5997.    0.244  4.301  1.228  0.574  
 1.100     9.639     5997.    0.246  4.299  1.230  0.574  
 1.100     9.642     5997.    0.247  4.297  1.233  0.574  
 1.100     9.645     5997.    0.249  4.295  1.235  0.574  
 1.100     9.648     5997.    0.251  4.294  1.238  0.574  
 1.100     9.652     5997.    0.253  4.292  1.240  0.574  
 1.100     9.655     5996.    0.254  4.290  1.243  0.574  
 1.100     9.658     5996.    0.256  4.288  1.245  0.574  
 1.100     9.661     5995.    0.257  4.287  1.248  0.574  
 1.100     9.664     5995.    0.259  4.285  1.250  0.574  
 1.100     9.667     5994.    0.260  4.283  1.253  0.574  
 1.100     9.670     5993.    0.262  4.281  1.255  0.574  
 1.100     9.673     5992.    0.263  4.280  1.258  0.574  
 1.100     9.675     5991.    0.265  4.278  1.260  0.574  
 1.100     9.678     5989.    0.266  4.276  1.263  0.574  
 1.100     9.681     5988.    0.267  4.275  1.265  0.574  
 1.100     9.684     5986.    0.268  4.273  1.267  0.574  
 1.100     9.687     5984.    0.269  4.272  1.269  0.574  
 1.100     9.690     5982.    0.270  4.270  1.272  0.574  
 1.100     9.693     5979.    0.271  4.269  1.274  0.574  
 1.100     9.695     5976.    0.271  4.267  1.276  0.574  
 1.100     9.698     5973.    0.272  4.266  1.279  0.574  
 1.100     9.701     5971.    0.273  4.264  1.281  0.574  
 1.100     9.704     5968.    0.274  4.262  1.284  0.574  
 1.100     9.706     5965.    0.275  4.260  1.286  0.574  
 1.100     9.709     5961.    0.275  4.259  1.288  0.574  
 1.100     9.712     5959.    0.277  4.257  1.291  0.574  
 1.100     9.714     5956.    0.277  4.255  1.294  0.574  
 1.100     9.717     5951.    0.278  4.254  1.296  0.574  
 1.100     9.719     5948.    0.278  4.252  1.299  0.574  
 1.100     9.721     5946.    0.280  4.250  1.302  0.574  
 1.100     9.724     5943.    0.280  4.248  1.304  0.574  
 1.100     9.727     5939.    0.281  4.247  1.307  0.574  
 1.100     9.729     5935.    0.281  4.245  1.309  0.574  
 1.100     9.731     5929.    0.281  4.244  1.311  0.574  
 1.100     9.733     5930.    0.284  4.241  1.315  0.574  
 1.100     9.735     5928.    0.285  4.240  1.317  0.574  
 1.100     9.737     5924.    0.285  4.238  1.319  0.574  
 1.100     9.739     5920.    0.285  4.237  1.322  0.574  
 1.100     9.741     5916.    0.286  4.235  1.324  0.574  
 1.100     9.743     5913.    0.286  4.234  1.326  0.574  
 1.100     9.745     5909.    0.287  4.232  1.329  0.574  
 1.100     9.747     5906.    0.287  4.231  1.331  0.574  
 1.100     9.748     5904.    0.288  4.229  1.333  0.574  
 1.100     9.749     5901.    0.288  4.228  1.335  0.574  
 1.100     9.751     5897.    0.288  4.228  1.335  0.574  
 1.100     9.752     5893.    0.287  4.227  1.336  0.574  
 1.100     9.753     5895.    0.290  4.225  1.340  0.574  
 1.100     9.754     5894.    0.291  4.224  1.342  0.574  
 1.100     9.756     5892.    0.291  4.223  1.343  0.574  
 1.100     9.758     5889.    0.291  4.222  1.345  0.574  
 1.100     9.759     5885.    0.292  4.220  1.347  0.574  
 1.100     9.761     5882.    0.292  4.219  1.349  0.574  
 1.100     9.762     5879.    0.292  4.218  1.351  0.574  
 1.100     9.764     5875.    0.293  4.216  1.353  0.574  
 1.100     9.765     5873.    0.293  4.215  1.355  0.574  
 1.100     9.766     5870.    0.293  4.214  1.357  0.574  
 1.100     9.767     5867.    0.294  4.213  1.358  0.574  
 1.100     9.768     5865.    0.294  4.212  1.360  0.574  
 1.100     9.770     5863.    0.294  4.211  1.362  0.574  
 1.100     9.771     5861.    0.295  4.210  1.363  0.574  
 1.100     9.772     5859.    0.295  4.209  1.365  0.574  
 1.100     9.773     5857.    0.296  4.208  1.366  0.574  
 1.100     9.773     5855.    0.296  4.207  1.368  0.574  
 1.100     9.774     5854.    0.296  4.206  1.369  0.574  
 1.100     9.775     5852.    0.297  4.205  1.370  0.574  
 1.100     9.776     5851.    0.297  4.204  1.372  0.574  
 1.100     9.777     5850.    0.298  4.204  1.373  0.574  
 1.100     9.777     5849.    0.298  4.203  1.374  0.574  
 1.100     9.778     5848.    0.299  4.202  1.375  0.574  
 1.100     9.779     5847.    0.299  4.201  1.377  0.574  
 1.100     9.779     5847.    0.300  4.201  1.378  0.574  
 1.100     9.780     5846.    0.300  4.200  1.379  0.574  
 1.100     9.780     5846.    0.301  4.199  1.380  0.574  
 1.100     9.781     5845.    0.301  4.199  1.381  0.574  
 1.100     9.782     5845.    0.302  4.198  1.382  0.574  
 1.100     9.782     5845.    0.303  4.197  1.383  0.574  
 1.100     9.789     5850.    0.314  4.188  1.399  0.574  
#
#------------------------------------------------------------
# M/Ms    log t(yr)  Teff      L/Ls    g    R/Rs   Li/Li0
#------------------------------------------------------------
 1.200     5.693     4537.    0.634  3.463  3.362  1.000  
 1.200     5.700     4537.    0.629  3.468  3.344  1.000  
 1.200     5.713     4537.    0.620  3.478  3.307  1.000  
 1.200     5.720     4537.    0.615  3.483  3.289  1.000  
 1.200     5.733     4538.    0.606  3.492  3.253  1.000  
 1.200     5.740     4538.    0.601  3.497  3.235  1.000  
 1.200     5.753     4538.    0.591  3.506  3.200  1.000  
 1.200     5.760     4538.    0.587  3.511  3.183  1.000  
 1.200     5.773     4538.    0.577  3.521  3.148  1.000  
 1.200     5.780     4538.    0.572  3.525  3.131  1.000  
 1.200     5.793     4537.    0.563  3.535  3.096  1.000  
 1.200     5.800     4537.    0.558  3.540  3.080  1.000  
 1.200     5.813     4537.    0.548  3.549  3.046  1.000  
 1.200     5.820     4537.    0.544  3.554  3.029  1.000  
 1.200     5.833     4537.    0.534  3.564  2.996  1.000  
 1.200     5.840     4536.    0.529  3.568  2.980  1.000  
 1.200     5.853     4536.    0.519  3.578  2.947  1.000  
 1.200     5.860     4536.    0.515  3.583  2.931  1.000  
 1.200     5.874     4535.    0.505  3.592  2.899  1.000  
 1.200     5.881     4535.    0.500  3.597  2.883  1.000  
 1.200     5.894     4535.    0.490  3.606  2.852  1.000  
 1.200     5.901     4534.    0.485  3.611  2.836  1.000  
 1.200     5.915     4534.    0.476  3.621  2.805  1.000  
 1.200     5.922     4533.    0.471  3.626  2.790  1.000  
 1.200     5.935     4533.    0.461  3.635  2.759  1.000  
 1.200     5.942     4533.    0.456  3.640  2.744  1.000  
 1.200     5.949     4532.    0.451  3.645  2.729  1.000  
 1.200     5.963     4532.    0.441  3.654  2.699  1.000  
 1.200     5.970     4531.    0.436  3.659  2.685  1.000  
 1.200     5.983     4530.    0.427  3.669  2.655  0.999  
 1.200     5.990     4530.    0.422  3.673  2.641  0.999  
 1.200     6.004     4529.    0.412  3.683  2.612  0.999  
 1.200     6.011     4529.    0.407  3.688  2.597  0.999  
 1.200     6.025     4528.    0.397  3.697  2.569  0.999  
 1.200     6.032     4527.    0.392  3.702  2.555  0.998  
 1.200     6.046     4526.    0.382  3.712  2.527  0.998  
 1.200     6.053     4526.    0.377  3.716  2.513  0.998  
 1.200     6.060     4525.    0.372  3.721  2.499  0.997  
 1.200     6.074     4524.    0.362  3.731  2.472  0.997  
 1.200     6.081     4524.    0.357  3.735  2.458  0.997  
 1.200     6.095     4523.    0.347  3.745  2.431  0.996  
 1.200     6.102     4522.    0.342  3.750  2.418  0.996  
 1.200     6.116     4521.    0.332  3.759  2.392  0.995  
 1.200     6.123     4521.    0.327  3.764  2.379  0.994  
 1.200     6.130     4520.    0.322  3.769  2.365  0.994  
 1.200     6.144     4519.    0.312  3.778  2.340  0.993  
 1.200     6.151     4518.    0.307  3.783  2.327  0.992  
 1.200     6.165     4517.    0.297  3.793  2.301  0.991  
 1.200     6.173     4517.    0.292  3.798  2.289  0.990  
 1.200     6.180     4516.    0.287  3.802  2.276  0.990  
 1.200     6.194     4515.    0.278  3.812  2.252  0.988  
 1.200     6.200     4515.    0.273  3.816  2.241  0.987  
 1.200     6.210     4514.    0.266  3.823  2.223  0.986  
 1.200     6.219     4513.    0.259  3.829  2.207  0.985  
 1.200     6.231     4513.    0.251  3.837  2.187  0.984  
 1.200     6.243     4512.    0.243  3.845  2.168  0.982  
 1.200     6.250     4511.    0.238  3.849  2.156  0.981  
 1.200     6.261     4511.    0.231  3.857  2.138  0.979  
 1.200     6.272     4510.    0.223  3.864  2.120  0.977  
 1.200     6.279     4509.    0.218  3.869  2.108  0.976  
 1.200     6.289     4509.    0.211  3.875  2.092  0.974  
 1.200     6.300     4508.    0.204  3.882  2.076  0.972  
 1.200     6.310     4508.    0.197  3.889  2.060  0.971  
 1.200     6.319     4507.    0.191  3.895  2.045  0.969  
 1.200     6.329     4507.    0.184  3.902  2.030  0.966  
 1.200     6.340     4506.    0.177  3.909  2.014  0.964  
 1.200     6.349     4506.    0.171  3.915  2.000  0.962  
 1.200     6.359     4505.    0.164  3.921  1.985  0.960  
 1.200     6.373     4505.    0.155  3.930  1.965  0.956  
 1.200     6.380     4505.    0.151  3.935  1.955  0.954  
 1.200     6.395     4504.    0.141  3.944  1.934  0.951  
 1.200     6.402     4504.    0.136  3.949  1.923  0.949  
 1.200     6.410     4504.    0.132  3.953  1.913  0.947  
 1.200     6.424     4504.    0.123  3.962  1.893  0.943  
 1.200     6.432     4504.    0.118  3.967  1.883  0.940  
 1.200     6.446     4504.    0.109  3.976  1.864  0.936  
 1.200     6.453     4504.    0.105  3.981  1.854  0.934  
 1.200     6.460     4505.    0.100  3.985  1.845  0.932  
 1.200     6.474     4505.    0.091  3.994  1.826  0.927  
 1.200     6.482     4505.    0.087  3.998  1.817  0.925  
 1.200     6.496     4505.    0.079  4.007  1.799  0.920  
 1.200     6.503     4506.    0.074  4.011  1.790  0.918  
 1.200     6.510     4506.    0.070  4.015  1.781  0.915  
 1.200     6.523     4507.    0.062  4.024  1.764  0.910  
 1.200     6.530     4507.    0.058  4.028  1.755  0.908  
 1.200     6.544     4508.    0.050  4.036  1.739  0.903  
 1.200     6.551     4508.    0.046  4.040  1.731  0.900  
 1.200     6.564     4509.    0.039  4.048  1.715  0.895  
 1.200     6.571     4510.    0.035  4.052  1.707  0.892  
 1.200     6.584     4511.    0.027  4.060  1.691  0.887  
 1.200     6.591     4512.    0.024  4.064  1.684  0.884  
 1.200     6.604     4513.    0.017  4.072  1.669  0.879  
 1.200     6.611     4514.    0.013  4.076  1.662  0.877  
 1.200     6.624     4516.    0.006  4.083  1.647  0.872  
 1.200     6.630     4517.    0.003  4.087  1.640  0.869  
 1.200     6.643     4519.   -0.004  4.094  1.626  0.864  
 1.200     6.649     4520.   -0.007  4.098  1.620  0.861  
 1.200     6.662     4523.   -0.013  4.105  1.606  0.856  
 1.200     6.675     4525.   -0.019  4.112  1.593  0.851  
 1.200     6.681     4527.   -0.022  4.115  1.587  0.849  
 1.200     6.693     4530.   -0.027  4.122  1.575  0.844  
 1.200     6.699     4531.   -0.030  4.126  1.569  0.842  
 1.200     6.712     4535.   -0.036  4.132  1.557  0.837  
 1.200     6.724     4539.   -0.041  4.139  1.545  0.833  
 1.200     6.730     4541.   -0.043  4.142  1.539  0.831  
 1.200     6.742     4545.   -0.048  4.148  1.528  0.827  
 1.200     6.754     4549.   -0.052  4.154  1.518  0.823  
 1.200     6.759     4551.   -0.054  4.157  1.512  0.821  
 1.200     6.771     4556.   -0.059  4.163  1.502  0.818  
 1.200     6.783     4561.   -0.062  4.169  1.492  0.814  
 1.200     6.794     4567.   -0.066  4.175  1.482  0.811  
 1.200     6.800     4569.   -0.068  4.178  1.478  0.810  
 1.200     6.811     4575.   -0.071  4.183  1.468  0.806  
 1.200     6.822     4582.   -0.074  4.188  1.459  0.803  
 1.200     6.833     4588.   -0.076  4.194  1.451  0.800  
 1.200     6.844     4595.   -0.079  4.199  1.442  0.798  
 1.200     6.849     4599.   -0.080  4.201  1.438  0.796  
 1.200     6.860     4607.   -0.082  4.206  1.430  0.794  
 1.200     6.870     4615.   -0.083  4.210  1.423  0.792  
 1.200     6.881     4624.   -0.084  4.215  1.416  0.790  
 1.200     6.891     4633.   -0.085  4.219  1.408  0.788  
 1.200     6.901     4642.   -0.086  4.223  1.402  0.786  
 1.200     6.911     4652.   -0.086  4.227  1.395  0.784  
 1.200     6.921     4662.   -0.086  4.231  1.389  0.783  
 1.200     6.931     4673.   -0.086  4.235  1.383  0.781  
 1.200     6.941     4684.   -0.086  4.239  1.377  0.780  
 1.200     6.950     4696.   -0.085  4.242  1.372  0.779  
 1.200     6.960     4708.   -0.083  4.245  1.367  0.778  
 1.200     6.973     4727.   -0.081  4.250  1.360  0.776  
 1.200     6.983     4741.   -0.079  4.253  1.355  0.775  
 1.200     6.991     4754.   -0.077  4.256  1.351  0.775  
 1.200     7.000     4768.   -0.074  4.258  1.347  0.774  
 1.200     7.009     4783.   -0.071  4.260  1.343  0.774  
 1.200     7.022     4806.   -0.066  4.264  1.338  0.773  
 1.200     7.030     4821.   -0.063  4.266  1.335  0.772  
 1.200     7.043     4844.   -0.057  4.268  1.331  0.772  
 1.200     7.051     4861.   -0.053  4.270  1.329  0.772  
 1.200     7.062     4886.   -0.045  4.272  1.326  0.771  
 1.200     7.070     4904.   -0.040  4.273  1.324  0.771  
 1.200     7.082     4934.   -0.031  4.274  1.322  0.771  
 1.200     7.089     4955.   -0.024  4.275  1.321  0.771  
 1.200     7.100     4986.   -0.014  4.276  1.320  0.771  
 1.200     7.111     5018.   -0.003  4.276  1.319  0.771  
 1.200     7.122     5050.    0.008  4.276  1.319  0.770  
 1.200     7.132     5083.    0.020  4.275  1.320  0.770  
 1.200     7.141     5117.    0.032  4.275  1.321  0.770  
 1.200     7.151     5151.    0.044  4.274  1.323  0.770  
 1.200     7.159     5185.    0.057  4.272  1.325  0.770  
 1.200     7.171     5230.    0.074  4.270  1.328  0.770  
 1.200     7.181     5275.    0.092  4.267  1.332  0.770  
 1.200     7.191     5320.    0.110  4.265  1.337  0.770  
 1.200     7.200     5364.    0.127  4.261  1.342  0.770  
 1.200     7.209     5407.    0.144  4.258  1.347  0.770  
 1.200     7.220     5459.    0.165  4.253  1.354  0.770  
 1.200     7.229     5508.    0.186  4.248  1.362  0.770  
 1.200     7.240     5563.    0.210  4.242  1.372  0.770  
 1.200     7.250     5614.    0.232  4.235  1.383  0.770  
 1.200     7.260     5670.    0.257  4.228  1.395  0.770  
 1.200     7.269     5722.    0.280  4.221  1.406  0.770  
 1.200     7.279     5778.    0.304  4.214  1.418  0.770  
 1.200     7.289     5834.    0.326  4.208  1.426  0.770  
 1.200     7.300     5898.    0.348  4.206  1.431  0.770  
 1.200     7.309     5953.    0.362  4.208  1.428  0.770  
 1.200     7.320     6011.    0.371  4.215  1.415  0.770  
 1.200     7.330     6060.    0.373  4.227  1.395  0.770  
 1.200     7.339     6098.    0.367  4.244  1.369  0.770  
 1.200     7.349     6126.    0.353  4.266  1.335  0.770  
 1.200     7.359     6142.    0.330  4.293  1.294  0.770  
 1.200     7.370     6143.    0.300  4.324  1.249  0.770  
 1.200     7.379     6135.    0.273  4.349  1.214  0.770  
 1.200     7.390     6118.    0.241  4.375  1.177  0.770  
 1.200     7.403     6095.    0.213  4.397  1.148  0.770  
 1.200     7.413     6077.    0.197  4.408  1.133  0.770  
 1.200     7.419     6068.    0.190  4.413  1.127  0.770  
 1.200     7.436     6053.    0.181  4.417  1.121  0.770  
 1.200     7.446     6049.    0.181  4.417  1.122  0.770  
 1.200     7.458     6049.    0.183  4.414  1.125  0.770  
 1.200     7.473     6050.    0.186  4.411  1.129  0.770  
 1.200     7.489     6052.    0.190  4.408  1.133  0.770  
 1.200     7.508     6057.    0.194  4.406  1.137  0.770  
 1.200     7.530     6062.    0.197  4.404  1.139  0.770  
 1.200     7.555     6070.    0.202  4.402  1.142  0.770  
 1.200     7.583     6078.    0.205  4.401  1.143  0.770  
 1.200     7.614     6090.    0.210  4.399  1.145  0.770  
 1.200     7.649     6105.    0.216  4.397  1.147  0.770  
 1.200     7.688     6120.    0.221  4.396  1.149  0.770  
 1.200     7.730     6133.    0.226  4.395  1.150  0.770  
 1.200     7.776     6144.    0.230  4.395  1.151  0.770  
 1.200     7.825     6152.    0.232  4.394  1.151  0.770  
 1.200     7.877     6159.    0.235  4.394  1.152  0.770  
 1.200     7.933     6164.    0.236  4.394  1.152  0.770  
 1.200     7.991     6167.    0.237  4.394  1.152  0.770  
 1.200     8.052     6170.    0.239  4.393  1.153  0.770  
 1.200     8.116     6172.    0.240  4.392  1.154  0.770  
 1.200     8.182     6174.    0.241  4.391  1.155  0.770  
 1.200     8.249     6175.    0.243  4.390  1.157  0.770  
 1.200     8.319     6177.    0.244  4.389  1.158  0.770  
 1.200     8.380     6178.    0.246  4.388  1.160  0.770  
 1.200     8.434     6178.    0.247  4.386  1.162  0.770  
 1.200     8.482     6179.    0.249  4.385  1.164  0.770  
 1.200     8.525     6180.    0.251  4.384  1.165  0.770  
 1.200     8.564     6180.    0.252  4.382  1.167  0.770  
 1.200     8.600     6180.    0.253  4.381  1.169  0.770  
 1.200     8.634     6181.    0.255  4.380  1.171  0.770  
 1.200     8.664     6181.    0.256  4.379  1.172  0.770  
 1.200     8.693     6181.    0.258  4.377  1.174  0.770  
 1.200     8.720     6182.    0.259  4.376  1.176  0.770  
 1.200     8.746     6182.    0.261  4.374  1.178  0.770  
 1.200     8.770     6182.    0.262  4.373  1.180  0.770  
 1.200     8.793     6182.    0.263  4.372  1.182  0.770  
 1.200     8.814     6183.    0.265  4.370  1.183  0.770  
 1.200     8.835     6183.    0.266  4.369  1.185  0.770  
 1.200     8.854     6183.    0.268  4.368  1.187  0.770  
 1.200     8.873     6184.    0.269  4.366  1.189  0.770  
 1.200     8.891     6184.    0.271  4.365  1.191  0.770  
 1.200     8.909     6184.    0.272  4.364  1.193  0.770  
 1.200     8.925     6185.    0.274  4.362  1.195  0.770  
 1.200     8.941     6185.    0.275  4.361  1.197  0.770  
 1.200     8.957     6186.    0.277  4.359  1.198  0.770  
 1.200     8.972     6186.    0.278  4.358  1.200  0.770  
 1.200     8.986     6186.    0.280  4.357  1.202  0.770  
 1.200     9.000     6187.    0.281  4.355  1.204  0.770  
 1.200     9.014     6187.    0.283  4.354  1.206  0.770  
 1.200     9.027     6188.    0.284  4.352  1.208  0.770  
 1.200     9.040     6188.    0.286  4.351  1.210  0.770  
 1.200     9.052     6189.    0.287  4.350  1.212  0.770  
 1.200     9.064     6189.    0.289  4.348  1.214  0.770  
 1.200     9.076     6190.    0.290  4.347  1.216  0.770  
 1.200     9.087     6190.    0.292  4.345  1.218  0.770  
 1.200     9.098     6191.    0.294  4.344  1.220  0.770  
 1.200     9.109     6191.    0.295  4.342  1.222  0.770  
 1.200     9.120     6192.    0.297  4.341  1.224  0.770  
 1.200     9.130     6192.    0.298  4.339  1.226  0.770  
 1.200     9.140     6193.    0.300  4.338  1.229  0.770  
 1.200     9.150     6193.    0.302  4.336  1.231  0.770  
 1.200     9.160     6194.    0.303  4.335  1.233  0.770  
 1.200     9.169     6194.    0.305  4.333  1.235  0.770  
 1.200     9.178     6195.    0.307  4.332  1.237  0.770  
 1.200     9.187     6195.    0.308  4.330  1.239  0.770  
 1.200     9.196     6196.    0.310  4.329  1.241  0.770  
 1.200     9.205     6196.    0.312  4.327  1.244  0.770  
 1.200     9.213     6197.    0.313  4.326  1.246  0.770  
 1.200     9.222     6197.    0.315  4.324  1.248  0.770  
 1.200     9.230     6198.    0.317  4.323  1.250  0.770  
 1.200     9.238     6198.    0.319  4.321  1.253  0.770  
 1.200     9.246     6199.    0.320  4.320  1.255  0.770  
 1.200     9.254     6199.    0.322  4.318  1.257  0.770  
 1.200     9.261     6200.    0.324  4.316  1.260  0.770  
 1.200     9.269     6200.    0.325  4.315  1.262  0.770  
 1.200     9.276     6201.    0.327  4.313  1.264  0.770  
 1.200     9.283     6201.    0.329  4.311  1.267  0.770  
 1.200     9.290     6201.    0.331  4.310  1.269  0.770  
 1.200     9.297     6202.    0.332  4.308  1.271  0.770  
 1.200     9.304     6202.    0.334  4.306  1.274  0.770  
